"","ensembl_gene_id","external_gene_name","refseq_mrna"
"3421","ENSG00000070010","UFD1","NM_001035247"
"3422","ENSG00000167106","EEIG1","NM_001035254"
"3423","ENSG00000115138","POMC","NM_001035256"
"3424","ENSG00000172809","RPL38","NM_001035258"
"3425","ENSG00000122958","VPS26A","NM_001035260"
"3426","ENSG00000229117","RPL41","NM_001035267"
"3427","ENSG00000163170","BOLA3","NM_001035505"
"3428","ENSG00000084693","AGBL5","NM_001035507"
"3429","ENSG00000143252","SDHC","NM_001035511"
"3430","ENSG00000143252","SDHC","NM_001035512"
"3431","ENSG00000143252","SDHC","NM_001035513"
"3432","ENSG00000161249","DMKN","NM_001035516"
"3433","ENSG00000115207","GTF3C2","NM_001035521"
"3434","ENSG00000136830","NIBAN2","NM_001035534"
"3435","ENSG00000198838","RYR3","NM_001036"
"3436","ENSG00000105711","SCN1B","NM_001037"
"3437","ENSG00000059145","UNKL","NM_001037125"
"3438","ENSG00000131558","EXOC4","NM_001037126"
"3439","ENSG00000157985","AGAP1","NM_001037131"
"3440","ENSG00000091129","NRCAM","NM_001037132"
"3441","ENSG00000170037","CNTROB","NM_001037144"
"3442","ENSG00000205795","CYS1","NM_001037160"
"3443","ENSG00000184227","ACOT1","NM_001037161"
"3444","ENSG00000205669","ACOT6","NM_001037162"
"3445","ENSG00000178397","FAM220A","NM_001037163"
"3446","ENSG00000122644","ARL4A","NM_001037164"
"3447","ENSG00000164916","FOXK1","NM_001037165"
"3448","ENSG00000123130","ACOT9","NM_001037171"
"3449","ENSG00000155893","PXYLP1","NM_001037172"
"3450","ENSG00000162980","ARL5A","NM_001037174"
"3451","ENSG00000143502","SUSD4","NM_001037175"
"3452","ENSG00000168070","MAJIN","NM_001037225"
"3453","ENSG00000185869","ZNF829","NM_001037232"
"3454","ENSG00000152904","GGPS1","NM_001037277"
"3455","ENSG00000152904","GGPS1","NM_001037278"
"3456","ENSG00000102981","PARD6A","NM_001037281"
"3457","ENSG00000106263","EIF3B","NM_001037283"
"3458","ENSG00000166091","CMTM5","NM_001037288"
"3459","ENSG00000197580","BCO2","NM_001037290"
"3460","ENSG00000157654","PALM2AKAP2","NM_001037293"
"3461","ENSG00000151500","THYN1","NM_001037304"
"3462","ENSG00000151500","THYN1","NM_001037305"
"3463","ENSG00000117598","PLPPR5","NM_001037317"
"3464","ENSG00000145194","ECE2","NM_001037324"
"3465","ENSG00000154240","CEP112","NM_001037325"
"3466","ENSG00000124214","STAU1","NM_001037328"
"3467","ENSG00000132259","CNGA4","NM_001037329"
"3468","ENSG00000206026","SMIM21","NM_001037331"
"3469","ENSG00000055163","CYFIP2","NM_001037333"
"3470","ENSG00000101557","USP14","NM_001037334"
"3471","ENSG00000130589","HELZ2","NM_001037335"
"3472","ENSG00000184588","PDE4B","NM_001037339"
"3473","ENSG00000184588","PDE4B","NM_001037340"
"3474","ENSG00000184588","PDE4B","NM_001037341"
"3475","ENSG00000008086","CDKL5","NM_001037343"
"3476","ENSG00000018189","RUFY3","NM_001037442"
"3477","ENSG00000088986","DYNLL1","NM_001037494"
"3478","ENSG00000088986","DYNLL1","NM_001037495"
"3479","ENSG00000203970","DEFB110","NM_001037497"
"3480","ENSG00000177684","DEFB114","NM_001037499"
"3481","ENSG00000180383","DEFB124","NM_001037500"
"3482","ENSG00000047634","SCML1","NM_001037535"
"3483","ENSG00000047634","SCML1","NM_001037536"
"3484","ENSG00000107537","PHYH","NM_001037537"
"3485","ENSG00000047634","SCML1","NM_001037540"
"3486","ENSG00000160216","AGPAT3","NM_001037553"
"3487","ENSG00000221932","HEPN1","NM_001037558"
"3488","ENSG00000145284","SCD5","NM_001037582"
"3489","ENSG00000163599","CTLA4","NM_001037631"
"3490","ENSG00000120725","SIL1","NM_001037633"
"3491","ENSG00000145741","BTF3","NM_001037637"
"3492","ENSG00000175193","PARL","NM_001037639"
"3493","ENSG00000283391","EEF1B2","NM_001037663"
"3494","ENSG00000114942","EEF1B2","NM_001037663"
"3495","ENSG00000239282","CASTOR1","NM_001037666"
"3496","ENSG00000284979","DEFB107B","NM_001037668"
"3497","ENSG00000186572","DEFB107A","NM_001037668"
"3498","ENSG00000187510","PLEKHG7","NM_001037671"
"3499","ENSG00000269713","NBPF9","NM_001037675"
"3500","ENSG00000203970","DEFB110","NM_001037728"
"3501","ENSG00000214642","DEFB113","NM_001037729"
"3502","ENSG00000215547","DEFB115","NM_001037730"
"3503","ENSG00000215545","DEFB116","NM_001037731"
"3504","ENSG00000185982","DEFB128","NM_001037732"
"3505","ENSG00000221994","ZNF630","NM_001037735"
"3506","ENSG00000181163","NPM1","NM_001037738"
"3507","ENSG00000215018","COL28A1","NM_001037763"
"3508","ENSG00000285249","DEFB130A","NM_001037804"
"3509","ENSG00000232948","DEFB130A","NM_001037804"
"3510","ENSG00000167566","NCKAP5L","NM_001037806"
"3511","ENSG00000184110","EIF3C","NM_001037808"
"3512","ENSG00000072506","HSD17B10","NM_001037811"
"3513","ENSG00000186026","ZNF284","NM_001037813"
"3514","ENSG00000215568","GAB4","NM_001037814"
"3515","ENSG00000183054","RGPD6","NM_001037866"
"3516","ENSG00000135945","REV1","NM_001037872"
"3517","ENSG00000150764","DIXDC1","NM_001037954"
"3518","ENSG00000158578","ALAS2","NM_001037967"
"3519","ENSG00000158578","ALAS2","NM_001037968"
"3520","ENSG00000157637","SLC38A10","NM_001037984"
"3521","ENSG00000111319","SCNN1A","NM_001038"
"3522","ENSG00000292098","DLX1","NM_001038493"
"3523","ENSG00000144355","DLX1","NM_001038493"
"3524","ENSG00000274671","MARVELD2","NM_001038603"
"3525","ENSG00000152939","MARVELD2","NM_001038603"
"3526","ENSG00000141562","NARF","NM_001038618"
"3527","ENSG00000169255","B3GALNT1","NM_001038628"
"3528","ENSG00000169218","RSPO1","NM_001038633"
"3529","ENSG00000159289","GOLGA6A","NM_001038640"
"3530","ENSG00000158985","CDC42SE2","NM_001038702"
"3531","ENSG00000108387","SEPTIN4","NM_001038704"
"3532","ENSG00000174948","GPR149","NM_001038705"
"3533","ENSG00000197622","CDC42SE1","NM_001038707"
"3534","ENSG00000166828","SCNN1G","NM_001039"
"3535","ENSG00000285383","LRTM2","NM_001039029"
"3536","ENSG00000166159","LRTM2","NM_001039029"
"3537","ENSG00000228696","ARL17B","NM_001039083"
"3538","ENSG00000101911","PRPS2","NM_001039091"
"3539","ENSG00000291501","TRIM71","NM_001039111"
"3540","ENSG00000206557","TRIM71","NM_001039111"
"3541","ENSG00000214814","FER1L6","NM_001039112"
"3542","ENSG00000250312","ZNF718","NM_001039127"
"3543","ENSG00000179593","ALOX15B","NM_001039130"
"3544","ENSG00000179593","ALOX15B","NM_001039131"
"3545","ENSG00000105371","ICAM4","NM_001039132"
"3546","ENSG00000101220","ADISSP","NM_001039140"
"3547","ENSG00000100106","TRIOBP","NM_001039141"
"3548","ENSG00000253148","RGS21","NM_001039152"
"3549","ENSG00000184350","MRGPRE","NM_001039165"
"3550","ENSG00000241468","ATP5MF","NM_001039178"
"3551","ENSG00000169627","BOLA2B","NM_001039182"
"3552","ENSG00000124120","TTPAL","NM_001039199"
"3553","ENSG00000101901","ALG13","NM_001039210"
"3554","ENSG00000215915","ATAD3C","NM_001039211"
"3555","ENSG00000213892","CEACAM16","NM_001039213"
"3556","ENSG00000115380","EFEMP1","NM_001039348"
"3557","ENSG00000115380","EFEMP1","NM_001039349"
"3558","ENSG00000130226","DPP6","NM_001039350"
"3559","ENSG00000197119","SLC25A29","NM_001039355"
"3560","ENSG00000184828","ZBTB7C","NM_001039360"
"3561","ENSG00000282663","PRAMEF10","NM_001039361"
"3562","ENSG00000187545","PRAMEF10","NM_001039361"
"3563","ENSG00000143882","ATP6V1C2","NM_001039362"
"3564","ENSG00000131100","ATP6V1E1","NM_001039366"
"3565","ENSG00000131100","ATP6V1E1","NM_001039367"
"3566","ENSG00000188175","HEPACAM2","NM_001039372"
"3567","ENSG00000213213","CCDC183","NM_001039374"
"3568","ENSG00000101247","NDUFAF5","NM_001039375"
"3569","ENSG00000106686","SPATA6L","NM_001039395"
"3570","ENSG00000197629","MPEG1","NM_001039396"
"3571","ENSG00000189375","TBC1D28","NM_001039397"
"3572","ENSG00000117410","ATP6V0B","NM_001039457"
"3573","ENSG00000155849","ELMO1","NM_001039459"
"3574","ENSG00000184313","MROH7","NM_001039464"
"3575","ENSG00000100650","SRSF5","NM_001039465"
"3576","ENSG00000171700","RGS19","NM_001039467"
"3577","ENSG00000072518","MARK2","NM_001039469"
"3578","ENSG00000103148","NPRL3","NM_001039476"
"3579","ENSG00000130775","THEMIS2","NM_001039477"
"3580","ENSG00000119682","AREL1","NM_001039479"
"3581","ENSG00000139163","ETNK1","NM_001039481"
"3582","ENSG00000177697","CD151","NM_001039490"
"3583","ENSG00000115641","FHL2","NM_001039492"
"3584","ENSG00000219435","CATSPERZ","NM_001039496"
"3585","ENSG00000158816","VWA5B1","NM_001039500"
"3586","ENSG00000151006","PRSS53","NM_001039503"
"3587","ENSG00000089012","SIRPG","NM_001039508"
"3588","ENSG00000138435","CHRNA1","NM_001039523"
"3589","ENSG00000154839","SKA1","NM_001039535"
"3590","ENSG00000262634","SKA1","NM_001039535"
"3591","ENSG00000078018","MAP2","NM_001039538"
"3592","ENSG00000175066","GK5","NM_001039547"
"3593","ENSG00000149243","KLHL35","NM_001039548"
"3594","ENSG00000135924","DNAJB2","NM_001039550"
"3595","ENSG00000280969","RPS4Y2","NM_001039567"
"3596","ENSG00000152056","AP1S3","NM_001039569"
"3597","ENSG00000183762","KREMEN1","NM_001039570"
"3598","ENSG00000129657","SEC14L1","NM_001039573"
"3599","ENSG00000116396","KCNC4","NM_001039574"
"3600","ENSG00000221978","CCNL2","NM_001039577"
"3601","ENSG00000164114","MAP9","NM_001039580"
"3602","ENSG00000130822","PNCK","NM_001039582"
"3603","ENSG00000100151","PICK1","NM_001039583"
"3604","ENSG00000100151","PICK1","NM_001039584"
"3605","ENSG00000122420","PTGFR","NM_001039585"
"3606","ENSG00000132768","DPH2","NM_001039589"
"3607","ENSG00000124486","USP9X","NM_001039590"
"3608","ENSG00000124486","USP9X","NM_001039591"
"3609","ENSG00000137098","SPAG8","NM_001039592"
"3610","ENSG00000134330","IAH1","NM_001039613"
"3611","ENSG00000205363","INSYN1","NM_001039614"
"3612","ENSG00000215343","ZNF705D","NM_001039615"
"3613","ENSG00000163958","ZDHHC19","NM_001039617"
"3614","ENSG00000137504","CREBZF","NM_001039618"
"3615","ENSG00000100462","PRMT5","NM_001039619"
"3616","ENSG00000132950","ZMYM5","NM_001039649"
"3617","ENSG00000132950","ZMYM5","NM_001039650"
"3618","ENSG00000229176","SAPCD1","NM_001039651"
"3619","ENSG00000227861","SAPCD1","NM_001039651"
"3620","ENSG00000227074","SAPCD1","NM_001039651"
"3621","ENSG00000234951","SAPCD1","NM_001039651"
"3622","ENSG00000237918","SAPCD1","NM_001039651"
"3623","ENSG00000228727","SAPCD1","NM_001039651"
"3624","ENSG00000132749","TESMIN","NM_001039656"
"3625","ENSG00000137496","IL18BP","NM_001039659"
"3626","ENSG00000137496","IL18BP","NM_001039660"
"3627","ENSG00000150455","TIRAP","NM_001039661"
"3628","ENSG00000215788","TNFRSF25","NM_001039664"
"3629","ENSG00000167772","ANGPTL4","NM_001039667"
"3630","ENSG00000010295","IFFO1","NM_001039670"
"3631","ENSG00000167645","YIF1B","NM_001039671"
"3632","ENSG00000167645","YIF1B","NM_001039672"
"3633","ENSG00000167645","YIF1B","NM_001039673"
"3634","ENSG00000140553","UNC45A","NM_001039675"
"3635","ENSG00000168802","CHTF8","NM_001039690"
"3636","ENSG00000162971","TYW5","NM_001039693"
"3637","ENSG00000164975","SNAPC3","NM_001039697"
"3638","ENSG00000152463","OLAH","NM_001039702"
"3639","ENSG00000271425","NBPF10","NM_001039703"
"3640","ENSG00000067445","TRO","NM_001039705"
"3641","ENSG00000105792","CFAP69","NM_001039706"
"3642","ENSG00000165689","ENTR1","NM_001039707"
"3643","ENSG00000165689","ENTR1","NM_001039708"
"3644","ENSG00000078699","CBFA2T2","NM_001039709"
"3645","ENSG00000158796","DEDD","NM_001039711"
"3646","ENSG00000158796","DEDD","NM_001039712"
"3647","ENSG00000211452","DIO1","NM_001039715"
"3648","ENSG00000211452","DIO1","NM_001039716"
"3649","ENSG00000164074","ABHD18","NM_001039717"
"3650","ENSG00000275326","NOSTRIN","NM_001039724"
"3651","ENSG00000163072","NOSTRIN","NM_001039724"
"3652","ENSG00000184999","SLC22A10","NM_001039752"
"3653","ENSG00000214595","EML6","NM_001039753"
"3654","ENSG00000188916","INSYN2A","NM_001039762"
"3655","ENSG00000186952","TMEM232","NM_001039763"
"3656","ENSG00000188167","TMPPE","NM_001039770"
"3657","ENSG00000139899","CBLN3","NM_001039771"
"3658","ENSG00000176092","CRYBG2","NM_001039775"
"3659","ENSG00000205089","CCNI2","NM_001039780"
"3660","ENSG00000196196","HRCT1","NM_001039792"
"3661","ENSG00000070831","CDC42","NM_001039802"
"3662","ENSG00000156345","CDK20","NM_001039803"
"3663","ENSG00000204116","CHIC1","NM_001039840"
"3664","ENSG00000274734","ARHGAP11B","NM_001039841"
"3665","ENSG00000286139","ARHGAP11B","NM_001039841"
"3666","ENSG00000285077","ARHGAP11B","NM_001039841"
"3667","ENSG00000204237","OXLD1","NM_001039842"
"3668","ENSG00000176244","ACBD7","NM_001039844"
"3669","ENSG00000138400","MDH1B","NM_001039845"
"3670","ENSG00000099840","IZUMO4","NM_001039846"
"3671","ENSG00000167468","GPX4","NM_001039847"
"3672","ENSG00000167468","GPX4","NM_001039848"
"3673","ENSG00000181392","SYNE4","NM_001039876"
"3674","ENSG00000090372","STRN4","NM_001039877"
"3675","ENSG00000181027","FKRP","NM_001039885"
"3676","ENSG00000198482","ZNF808","NM_001039886"
"3677","ENSG00000167595","PROSER3","NM_001039887"
"3678","ENSG00000272031","ANKRD34A","NM_001039888"
"3679","ENSG00000251192","ZNF674","NM_001039891"
"3680","ENSG00000126746","ZNF384","NM_001039920"
"3681","ENSG00000007312","CD79B","NM_001039933"
"3682","ENSG00000106069","CHN2","NM_001039936"
"3683","ENSG00000102786","INTS6","NM_001039937"
"3684","ENSG00000102786","INTS6","NM_001039938"
"3685","ENSG00000167037","SGSM1","NM_001039948"
"3686","ENSG00000188095","MESP2","NM_001039958"
"3687","ENSG00000050438","SLC4A8","NM_001039960"
"3688","ENSG00000164850","GPER1","NM_001039966"
"3689","ENSG00000110786","PTPN5","NM_001039970"
"3690","ENSG00000188522","FAM83G","NM_001039999"
"3691","ENSG00000129214","SHBG","NM_001040"
"3692","ENSG00000130396","AFDN","NM_001040000"
"3693","ENSG00000005102","MEOX1","NM_001040002"
"3694","ENSG00000113649","TCERG1","NM_001040006"
"3695","ENSG00000101282","RSPO4","NM_001040007"
"3696","ENSG00000175854","SWI5","NM_001040011"
"3697","ENSG00000196937","FAM3C","NM_001040020"
"3698","ENSG00000170458","CD14","NM_001040021"
"3699","ENSG00000198053","SIRPA","NM_001040022"
"3700","ENSG00000198053","SIRPA","NM_001040023"
"3701","ENSG00000214087","ARL16","NM_001040025"
"3702","ENSG00000104894","CD37","NM_001040031"
"3703","ENSG00000285147","C8orf74","NM_001040032"
"3704","ENSG00000171060","C8orf74","NM_001040032"
"3705","ENSG00000143119","CD53","NM_001040033"
"3706","ENSG00000102882","MAPK3","NM_001040056"
"3707","ENSG00000234545","FAM133B","NM_001040057"
"3708","ENSG00000118785","SPP1","NM_001040058"
"3709","ENSG00000129226","CD68","NM_001040059"
"3710","ENSG00000118785","SPP1","NM_001040060"
"3711","ENSG00000206262","FOXL2NB","NM_001040061"
"3712","ENSG00000284021","LGALS9C","NM_001040078"
"3713","ENSG00000171916","LGALS9C","NM_001040078"
"3714","ENSG00000265190","ANXA8","NM_001040084"
"3715","ENSG00000136960","ENPP2","NM_001040092"
"3716","ENSG00000106330","MOSPD3","NM_001040097"
"3717","ENSG00000106330","MOSPD3","NM_001040098"
"3718","ENSG00000106330","MOSPD3","NM_001040099"
"3719","ENSG00000196542","SPTSSB","NM_001040100"
"3720","ENSG00000168824","NSG1","NM_001040101"
"3721","ENSG00000197430","OPALIN","NM_001040102"
"3722","ENSG00000197430","OPALIN","NM_001040103"
"3723","ENSG00000169876","MUC17","NM_001040105"
"3724","ENSG00000122986","HVCN1","NM_001040107"
"3725","ENSG00000119684","MLH3","NM_001040108"
"3726","ENSG00000096395","MLN","NM_001040109"
"3727","ENSG00000106459","NRF1","NM_001040110"
"3728","ENSG00000276480","MYH11","NM_001040113"
"3729","ENSG00000133392","MYH11","NM_001040113"
"3730","ENSG00000276480","MYH11","NM_001040114"
"3731","ENSG00000133392","MYH11","NM_001040114"
"3732","ENSG00000186635","ARAP1","NM_001040118"
"3733","ENSG00000040487","SLC66A1","NM_001040125"
"3734","ENSG00000040487","SLC66A1","NM_001040126"
"3735","ENSG00000214510","SPINK13","NM_001040129"
"3736","ENSG00000099864","PALM","NM_001040134"
"3737","ENSG00000133627","ACTR3B","NM_001040135"
"3738","ENSG00000217555","CKLF","NM_001040138"
"3739","ENSG00000136531","SCN2A","NM_001040142"
"3740","ENSG00000136531","SCN2A","NM_001040143"
"3741","ENSG00000168802","CHTF8","NM_001040146"
"3742","ENSG00000166396","SERPINB7","NM_001040147"
"3743","ENSG00000166257","SCN3B","NM_001040151"
"3744","ENSG00000242265","PEG10","NM_001040152"
"3745","ENSG00000139737","SLAIN1","NM_001040153"
"3746","ENSG00000164118","CEP44","NM_001040157"
"3747","ENSG00000113648","MACROH2A1","NM_001040158"
"3748","ENSG00000196104","SPOCK3","NM_001040159"
"3749","ENSG00000130731","METTL26","NM_001040160"
"3750","ENSG00000130731","METTL26","NM_001040161"
"3751","ENSG00000130731","METTL26","NM_001040162"
"3752","ENSG00000130731","METTL26","NM_001040165"
"3753","ENSG00000106003","LFNG","NM_001040167"
"3754","ENSG00000106003","LFNG","NM_001040168"
"3755","ENSG00000164270","HTR4","NM_001040169"
"3756","ENSG00000164270","HTR4","NM_001040172"
"3757","ENSG00000164270","HTR4","NM_001040173"
"3758","ENSG00000165568","AKR1E2","NM_001040177"
"3759","ENSG00000152034","MCHR2","NM_001040179"
"3760","ENSG00000080822","CLDND1","NM_001040181"
"3761","ENSG00000080822","CLDND1","NM_001040182"
"3762","ENSG00000080822","CLDND1","NM_001040183"
"3763","ENSG00000196417","ZNF765","NM_001040185"
"3764","ENSG00000177692","DNAJC28","NM_001040192"
"3765","ENSG00000262911","DNAJC28","NM_001040192"
"3766","ENSG00000177674","AGTRAP","NM_001040194"
"3767","ENSG00000177674","AGTRAP","NM_001040195"
"3768","ENSG00000177674","AGTRAP","NM_001040196"
"3769","ENSG00000177674","AGTRAP","NM_001040197"
"3770","ENSG00000080822","CLDND1","NM_001040199"
"3771","ENSG00000080822","CLDND1","NM_001040200"
"3772","ENSG00000163291","PAQR3","NM_001040202"
"3773","ENSG00000188580","NKAIN2","NM_001040214"
"3774","ENSG00000143409","MINDY1","NM_001040217"
"3775","ENSG00000170390","DCLK2","NM_001040260"
"3776","ENSG00000170390","DCLK2","NM_001040261"
"3777","ENSG00000178031","ADAMTSL1","NM_001040272"
"3778","ENSG00000156521","TYSND1","NM_001040273"
"3779","ENSG00000153157","SYCP2L","NM_001040274"
"3780","ENSG00000140009","ESR2","NM_001040275"
"3781","ENSG00000112149","CD83","NM_001040280"
"3782","ENSG00000142025","DMRTC2","NM_001040283"
"3783","ENSG00000121274","TENT4B","NM_001040284"
"3784","ENSG00000121274","TENT4B","NM_001040285"
"3785","ENSG00000109184","DCUN1D4","NM_001040402"
"3786","ENSG00000174038","C9orf131","NM_001040410"
"3787","ENSG00000174038","C9orf131","NM_001040411"
"3788","ENSG00000174038","C9orf131","NM_001040412"
"3789","ENSG00000141956","PRDM15","NM_001040424"
"3790","ENSG00000161265","U2AF1L4","NM_001040425"
"3791","ENSG00000063854","HAGH","NM_001040427"
"3792","ENSG00000042317","SPATA7","NM_001040428"
"3793","ENSG00000118946","PCDH17","NM_001040429"
"3794","ENSG00000183978","COA3","NM_001040431"
"3795","ENSG00000206559","ZCWPW2","NM_001040432"
"3796","ENSG00000204909","SPINK9","NM_001040433"
"3797","ENSG00000139131","YARS2","NM_001040436"
"3798","ENSG00000138834","MAPK8IP3","NM_001040439"
"3799","ENSG00000164221","CCDC112","NM_001040440"
"3800","ENSG00000160062","ZBTB8A","NM_001040441"
"3801","ENSG00000170231","FABP6","NM_001040442"
"3802","ENSG00000136147","PHF11","NM_001040443"
"3803","ENSG00000136147","PHF11","NM_001040444"
"3804","ENSG00000065802","ASB1","NM_001040445"
"3805","ENSG00000150712","MTMR12","NM_001040446"
"3806","ENSG00000186146","DEFB131A","NM_001040448"
"3807","ENSG00000128923","MINDY2","NM_001040450"
"3808","ENSG00000284260","RUFY1","NM_001040451"
"3809","ENSG00000176783","RUFY1","NM_001040451"
"3810","ENSG00000284260","RUFY1","NM_001040452"
"3811","ENSG00000176783","RUFY1","NM_001040452"
